rennen,jahr,stage_id,stage_num,km,hm,ps,D,parcours_type,terrain,sicherheit,avg_speed_winner,won_how,win_type,startlist_quality
TdF,2015,2,2,166.0,241.0,0.0,0.0,Flat,Flat,0.9273898809523808,47.64,Sprint of large group,Large group sprint,1812.0
TdF,2015,3,3,159.5,1435.0,100.0,0.6269592476489029,Hills uphill finish,Hilly_Difficult,0.39644940476190466,46.25,Sprint of small group,Small group sprint,1812.0
TdF,2015,4,4,223.5,1552.0,15.0,0.06711409395973154,Flat,Flat,0.7579356228029798,40.76,3.4 km solo,Solo,1812.0
TdF,2015,5,5,189.5,1606.0,24.0,0.1266490765171504,Flat,Flat,0.6375354424986778,40.75,Sprint of large group,Large group sprint,1812.0
TdF,2015,6,6,191.5,1694.0,38.0,0.19843342036553524,Hills uphill finish,Hilly,0.4034080020856338,39.11,0.8 km solo,Solo,1812.0
TdF,2015,7,7,190.5,1694.0,25.0,0.13123359580052493,Flat,Flat,0.6365176016793663,42.74,Sprint of large group,Large group sprint,1812.0
TdF,2015,8,8,181.5,2057.0,72.0,0.39669421487603307,Hills uphill finish,Rolling,0.4703986424394319,41.74,0.7 km solo,Solo,1812.0
TdF,2015,10,10,167.0,2655.0,271.0,1.622754491017964,Mountains uphill finish,Medium_Mountain,0.37798575036075044,38.23,6.5 km solo,Solo,1812.0
TdF,2015,11,11,188.0,4099.0,275.0,1.4627659574468086,Mountains uphill finish,Mountain,0.5823976054582675,37.35,48.4 km solo,Solo,1812.0
TdF,2015,12,12,195.0,4948.0,393.0,2.0153846153846153,Mountains uphill finish,Mountain,0.48344940047697427,34.39,7.7 km solo,Solo,1812.0
TdF,2015,13,13,198.5,2299.0,81.0,0.4080604534005038,Hills flat finish,Rolling,0.4883614286492736,41.98,Sprint of small group,Small group sprint,1812.0
TdF,2015,14,14,178.5,2772.0,186.0,1.0420168067226891,Mountains uphill finish,Hilly_Difficult,0.5181865079365079,40.61,0.5 km solo,Solo,1812.0
TdF,2015,15,15,183.0,1993.0,53.0,0.2896174863387978,Hills flat finish,Rolling,0.4446861424394318,46.41,Sprint of large group,Large group sprint,1812.0
TdF,2015,16,16,201.0,2322.0,89.0,0.4427860696517413,Mountains flat finish,Hilly_Difficult,0.6719001820670205,44.64,18.5 km solo,Solo,1812.0
TdF,2015,17,17,161.0,4208.0,253.0,1.5714285714285714,Mountains uphill finish,Mountain,0.7389629930935081,38.29,48.7 km solo,Solo,1812.0
TdF,2015,18,18,186.5,4424.0,260.0,1.3941018766756033,Mountains flat finish,Mountain,0.5361406610138229,36.85,35 km solo,Solo,1812.0
TdF,2015,19,19,138.0,4545.0,376.0,2.7246376811594204,Mountains uphill finish,High_Mountain,0.6756501425915883,31.5,16.2 km solo,Solo,1812.0
TdF,2015,20,20,110.5,3164.0,332.0,3.004524886877828,Mountains uphill finish,Hilly_Difficult,0.3150565961815962,33.6,6.4 km solo,Solo,1812.0
TdF,2015,21,21,109.5,562.0,5.0,0.045662100456621,Flat,Flat,0.9393969332933148,38.72,Sprint of large group,Large group sprint,1812.0
TdF,2016,1,1,188.0,1071.0,10.0,0.05319148936170213,Hills flat finish,Flat,0.7933961887355853,44.39,Sprint of large group,Large group sprint,1758.0
TdF,2016,2,2,183.0,1985.0,70.0,0.3825136612021858,Hills uphill finish,Rolling,0.43550975355054283,42.09,Sprint of large group,Large group sprint,1758.0
TdF,2016,3,3,223.5,1975.0,20.0,0.0894854586129754,Hills flat finish,Flat,0.6193181101986248,37.26,Sprint of large group,Large group sprint,1758.0
TdF,2016,4,4,237.5,1934.0,47.0,0.19789473684210526,Hills flat finish,Hilly,0.713590910540782,43.38,Sprint of large group,Large group sprint,1758.0
TdF,2016,5,5,216.0,4105.0,225.0,1.0416666666666667,Mountains flat finish,Mountain,0.4496676934176932,39.08,17.4 km solo,Solo,1758.0
TdF,2016,6,6,190.5,2025.0,47.0,0.24671916010498687,Hills flat finish,Rolling,0.3994877297410191,40.27,Sprint of large group,Large group sprint,1758.0
TdF,2016,7,7,162.5,2578.0,176.0,1.083076923076923,Mountains flat finish,Medium_Mountain,0.43281746031746043,42.74,26.8 km solo,Solo,1758.0
TdF,2016,8,8,184.0,4597.0,302.0,1.641304347826087,Mountains flat finish,Mountain,0.45076101941359303,37.1,15.5 km solo,Solo,1758.0
TdF,2016,9,9,184.0,4948.0,366.0,1.9891304347826086,Mountains uphill finish,Mountain,0.4535005458185607,34.89,12.8 km solo,Solo,1758.0
TdF,2016,10,10,197.0,2432.0,80.0,0.40609137055837563,Mountains flat finish,Rolling,0.44233408768472365,45.01,Sprint of 127 riders,Small group sprint,1758.0
TdF,2016,11,11,162.5,1381.0,24.0,0.1476923076923077,Hills flat finish,Rolling,0.3862176212268125,47.24,Sprint of 3 riders,Small group sprint,1758.0
TdF,2016,12,12,178.0,2416.0,268.0,1.5056179775280898,Mountains uphill finish,Hilly_Difficult,0.3578894300144301,39.29,Sprint à deux,Sprint à deux,1758.0
TdF,2016,14,14,208.5,1958.0,30.0,0.14388489208633093,Hills flat finish,Flat,0.46385969912440495,36.39,Sprint of large group,Large group sprint,1758.0
TdF,2016,15,15,159.0,4386.0,286.0,1.79874213836478,Mountains flat finish,Mountain,0.7426286207664886,36.02,Sprint à deux,Sprint à deux,1758.0
TdF,2016,16,16,209.0,1967.0,48.0,0.22966507177033493,Hills flat finish,Rolling,0.5001842320261438,47.14,Sprint of large group,Large group sprint,1758.0
TdF,2016,17,17,184.5,3891.0,359.0,1.9457994579945799,Mountains uphill finish,Mountain,0.5923606444617477,40.03,6.5 km solo,Solo,1758.0
TdF,2016,19,19,146.0,4436.0,337.0,2.308219178082192,Mountains uphill finish,High_Mountain,0.8158565206186148,34.47,3.3 km solo,Solo,1758.0
TdF,2016,20,20,146.5,4127.0,314.0,2.143344709897611,Mountains flat finish,High_Mountain,0.5969803606481237,35.62,8.5 km solo,Solo,1758.0
TdF,2016,21,21,113.0,713.0,7.0,0.061946902654867256,Flat,Flat,0.9192545964634781,41.56,Sprint of large group,Large group sprint,1758.0
TdF,2017,2,2,203.5,1278.0,25.0,0.12285012285012285,Flat,Flat,0.760393899616036,44.06,Sprint of large group,Large group sprint,1791.0
TdF,2017,3,3,212.5,2706.0,77.0,0.3623529411764706,Flat,Rolling,0.39283563736810234,41.49,Sprint of large group,Large group sprint,1791.0
TdF,2017,4,4,207.5,1404.0,24.0,0.11566265060240964,Flat,Flat,0.7233443772429843,42.36,Sprint of large group,Large group sprint,1791.0
TdF,2017,5,5,160.5,2348.0,151.0,0.940809968847352,Mountains uphill finish,Hilly_Difficult,0.40923313492063507,42.97,2.4 km solo,Solo,1791.0
TdF,2017,6,6,216.0,1735.0,29.0,0.13425925925925927,Flat,Flat,0.7857134411855776,42.41,Sprint of large group,Large group sprint,1791.0
TdF,2017,7,7,213.5,1578.0,20.0,0.0936768149882904,Flat,Flat,0.7404379121802692,42.24,Sprint of large group,Large group sprint,1791.0
TdF,2017,8,8,187.5,3591.0,229.0,1.2213333333333334,Mountains flat finish,Medium_Mountain,0.5442579004329002,41.59,17.9 km solo,Solo,1791.0
TdF,2017,9,9,181.5,4696.0,275.0,1.5151515151515151,Mountains flat finish,Mountain,0.4555864162389899,35.43,Sprint of small group,Small group sprint,1791.0
TdF,2017,10,10,178.0,1407.0,25.0,0.1404494382022472,Flat,Flat,0.8019750423295318,44.32,Sprint of large group,Large group sprint,1791.0
TdF,2017,11,11,203.5,1163.0,15.0,0.07371007371007371,Flat,Flat,0.7833493630122891,44.49,Sprint of large group,Large group sprint,1791.0
TdF,2017,12,12,214.5,4903.0,375.0,1.7482517482517483,Mountains uphill finish,Mountain,0.6047404848011465,36.81,Sprint of small group,Small group sprint,1791.0
TdF,2017,13,13,101.0,2856.0,243.0,2.405940594059406,Mountains flat finish,Hilly,0.3186873783895843,38.73,Sprint of 10 riders,Small group sprint,1791.0
TdF,2017,14,14,181.5,1786.0,85.0,0.46831955922865015,Flat,Hilly_Difficult,0.4540131538074067,41.58,Sprint of large group,Large group sprint,1791.0
TdF,2017,15,15,189.5,3164.0,154.0,0.8126649076517151,Hills flat finish,Hilly_Difficult,0.5196587301587302,40.35,30 km solo,Solo,1791.0
TdF,2017,16,16,165.0,2033.0,47.0,0.28484848484848485,Flat,Rolling,0.5542694757727653,45.36,Sprint of large group,Large group sprint,1791.0
TdF,2017,17,17,183.0,5064.0,300.0,1.639344262295082,Mountains flat finish,High_Mountain,0.6012074218673481,35.69,34.4 km solo,Solo,1791.0
TdF,2017,18,18,179.5,4059.0,338.0,1.883008356545961,Mountains uphill finish,Mountain,0.5898196160457192,38.39,1 km solo,Solo,1791.0
TdF,2017,19,19,222.5,2613.0,59.0,0.2651685393258427,Flat,Rolling,0.4140218567242124,43.61,2.6 km solo,Solo,1791.0
TdF,2017,21,21,105.0,519.0,4.0,0.0380952380952381,Flat,Flat,0.9545306477148583,43.25,Sprint of large group,Large group sprint,1791.0
TdF,2018,1,1,201.0,454.0,2.0,0.009950248756218905,Flat,Flat,0.8326950151564122,45.76,Sprint of large group,Large group sprint,1689.0
TdF,2018,2,2,182.5,1395.0,14.0,0.07671232876712329,Flat,Flat,0.7526971921160197,44.4,Sprint of large group,Large group sprint,1689.0
TdF,2018,4,4,195.0,1155.0,14.0,0.07179487179487179,Flat,Flat,0.785849363012289,44.15,Sprint of large group,Large group sprint,1689.0
TdF,2018,5,5,204.5,2704.0,107.0,0.5232273838630807,Hills uphill finish,Hilly_Difficult,0.7933637625053305,42.59,Sprint of large group,Large group sprint,1689.0
TdF,2018,6,6,181.0,2027.0,95.0,0.5248618784530387,Hills uphill finish,Hilly_Difficult,0.6024580582461013,42.804,1.1 km solo,Solo,1689.0
TdF,2018,7,7,231.0,2255.0,40.0,0.17316017316017315,Flat,Rolling,0.6954143371948571,40.33,Sprint of large group,Large group sprint,1689.0
TdF,2018,8,8,181.0,1284.0,17.0,0.09392265193370165,Flat,Flat,0.8006080100562495,41.2,Sprint of large group,Large group sprint,1689.0
TdF,2018,9,9,156.5,618.0,1.0,0.006389776357827476,Flat,Flat,0.852457919531449,45.93,Sprint of 27 riders,Small group sprint,1689.0
TdF,2018,10,10,158.5,4254.0,320.0,2.0189274447949526,Mountains flat finish,Mountain,0.6761370057316267,35.83,29.4 km solo,Solo,1689.0
TdF,2018,11,11,108.5,4093.0,349.0,3.216589861751152,Mountains uphill finish,High_Mountain,0.45198331365598987,31.06,0.4 km solo,Solo,1689.0
TdF,2018,12,12,175.5,5362.0,405.0,2.3076923076923075,Mountains uphill finish,High_Mountain,0.9266129839372875,33.05,Sprint of small group,Small group sprint,1689.0
TdF,2018,13,13,169.5,1302.0,46.0,0.2713864306784661,Flat,Hilly,0.5216198593073593,45.02,Sprint of large group,Large group sprint,1689.0
TdF,2018,14,14,188.0,3365.0,189.0,1.0053191489361701,Hills flat finish,Medium_Mountain,0.6594019841269839,40.01,2 km solo,Solo,1689.0
TdF,2018,15,15,181.0,2917.0,118.0,0.6519337016574586,Mountains flat finish,Hilly_Difficult,0.7205162385129493,40.85,Sprint of 15 riders,Small group sprint,1689.0
TdF,2018,16,16,218.0,3521.0,202.0,0.926605504587156,Mountains flat finish,Medium_Mountain,0.6831834387834387,41.74,? km solo,Solo,1689.0
TdF,2018,17,17,65.0,3274.0,428.0,6.584615384615384,Mountains uphill finish,Hilly_Difficult,0.39737481962481974,27.57,8 km solo,Solo,1689.0
TdF,2018,18,18,171.0,1312.0,34.0,0.19883040935672514,Flat,Hilly,0.47999297960811127,45.23,Sprint of large group,Large group sprint,1689.0
TdF,2018,19,19,200.5,5046.0,290.0,1.4463840399002494,Mountains flat finish,Mountain,0.49166028681286056,36.65,8 km solo,Solo,1689.0
TdF,2018,21,21,116.0,732.0,6.0,0.05172413793103448,Flat,Flat,0.9089877313841128,41.78,Sprint of large group,Large group sprint,1689.0
TdF,2019,1,1,194.5,1582.0,20.0,0.10282776349614396,Hills uphill finish,Flat,0.6503714006581655,44.409,Sprint of large group,Large group sprint,1699.0
TdF,2019,3,3,215.0,2299.0,97.0,0.4511627906976744,Hills uphill finish,Hilly_Difficult,0.5167023671298486,45.992,16 km solo,Solo,1699.0
TdF,2019,4,4,213.5,1555.0,32.0,0.14988290398126464,Hills flat finish,Flat,0.42795690819113813,41.412,Sprint of large group,Large group sprint,1699.0
TdF,2019,5,5,175.5,2325.0,132.0,0.7521367521367521,Hills flat finish,Hilly_Difficult,0.6441448412698414,43.41,Sprint of large group,Large group sprint,1699.0
TdF,2019,6,6,160.5,3944.0,329.0,2.0498442367601246,Mountains uphill finish,Mountain,0.723509910196443,35.793,0.1 km solo,Solo,1699.0
TdF,2019,7,7,230.0,2367.0,36.0,0.1565217391304348,Hills flat finish,Rolling,0.38117441494757875,38.044,Sprint of large group,Large group sprint,1699.0
TdF,2019,8,8,200.0,3844.0,189.0,0.945,Hills flat finish,Medium_Mountain,0.6238642857142855,39.962,14.1 km solo,Solo,1699.0
TdF,2019,9,9,170.5,2717.0,114.0,0.6686217008797654,Hills flat finish,Hilly_Difficult,0.5408453701656101,42.064,Sprint à deux,Sprint à deux,1699.0
