rennen,jahr,stage_id,stage_num,km,hm,ps,D,parcours_type,terrain,sicherheit,avg_speed_winner,won_how,win_type,startlist_quality
TdF,2023,1,1,182.0,3221.0,166.0,0.9120879120879121,Hills uphill finish,Medium_Mountain,0.6730714285714285,41.55,0.35 km solo,Solo,1584.0
TdF,2023,2,2,208.9,2949.0,141.0,0.67496409765438,Hills flat finish,Hilly_Difficult,0.7000397857688333,43.726,0.95 km solo,Solo,1584.0
TdF,2023,3,3,193.5,2667.0,68.0,0.35142118863049093,Hills flat finish,Rolling,0.359713374452345,40.989,Sprint of large group,Large group sprint,1584.0
TdF,2023,4,4,181.8,1427.0,20.0,0.11001100110011,Flat,Flat,0.7601943303944079,41.09,Sprint of large group,Large group sprint,1584.0
TdF,2023,5,5,162.7,3652.0,239.0,1.468961278426552,Mountains flat finish,Mountain,0.39114483596468885,41.17,20.2 km solo,Solo,1584.0
TdF,2023,6,6,144.9,3894.0,310.0,2.139406487232574,Mountains uphill finish,Mountain,0.5042761384856975,37.083,2.7 km solo,Solo,1584.0
TdF,2023,7,7,169.9,808.0,7.0,0.04120070629782225,Flat,Flat,0.8415415410290605,45.013,Sprint of large group,Large group sprint,1584.0
TdF,2023,8,8,200.7,1996.0,61.0,0.3039362232187344,Hills flat finish,Rolling,0.5369342320261438,47.704,Sprint of large group,Large group sprint,1584.0
TdF,2023,9,9,182.4,3441.0,273.0,1.4967105263157894,Mountains uphill finish,Medium_Mountain,0.40048991702741715,42.144,0.44 km solo,Solo,1584.0
TdF,2023,10,10,167.2,3151.0,118.0,0.7057416267942584,Hills flat finish,Medium_Mountain,0.7555634920634919,43.136,Sprint of small group,Small group sprint,1584.0
TdF,2023,11,11,179.3,1873.0,34.0,0.18962632459564974,Hills flat finish,Hilly,0.3733086431112747,44.62,Sprint of large group,Large group sprint,1584.0
TdF,2023,12,12,168.8,3120.0,147.0,0.8708530805687204,Hills flat finish,Medium_Mountain,0.7374166666666667,43.712,30.8 km solo,Solo,1584.0
TdF,2023,13,13,137.8,2413.0,260.0,1.8867924528301885,Mountains uphill finish,Medium_Mountain,0.5412485119047619,41.853,11.7 km solo,Solo,1584.0
TdF,2023,14,14,151.8,4281.0,308.0,2.0289855072463765,Mountains flat finish,High_Mountain,0.5547813797292317,38.149,8 km solo,Solo,1584.0
TdF,2023,15,15,179.0,4483.0,335.0,1.8715083798882681,Mountains uphill finish,Mountain,0.5139347751921285,38.255,10.8 km solo,Solo,1584.0
TdF,2023,17,17,165.7,5399.0,445.0,2.6855763427881714,Mountains flat finish,High_Mountain,0.7442793903970165,34.386,13.1 km solo,Solo,1584.0
TdF,2023,18,18,184.9,1216.0,18.0,0.0973499188750676,Flat,Flat,0.7820558728015193,44.951,Sprint of small group,Small group sprint,1584.0
TdF,2023,19,19,172.8,1934.0,50.0,0.28935185185185186,Hills flat finish,Rolling,0.4282932852965747,49.13,Sprint of 3 riders,Small group sprint,1584.0
TdF,2023,20,20,133.5,3471.0,303.0,2.269662921348315,Mountains flat finish,Medium_Mountain,0.35836999458874463,38.64,Sprint of 5 riders,Small group sprint,1584.0
TdF,2023,21,21,115.1,577.0,14.0,0.12163336229365769,Flat,Flat,0.8184009258285571,39.19,Sprint of large group,Large group sprint,1584.0
Vuelta,2020,1,1,173.0,2975.0,209.0,1.2080924855491328,Hills flat finish,Medium_Mountain,0.626669318181818,39.53,1 km solo,Solo,692.0
Vuelta,2020,2,2,151.6,2435.0,171.0,1.1279683377308707,Mountains flat finish,Medium_Mountain,0.4294466991341992,40.06,14 km solo,Solo,692.0
Vuelta,2020,3,3,166.1,2779.0,117.0,0.7043949428055388,Mountains uphill finish,Medium_Mountain,0.6185597041847042,37.21,Sprint of small group,Small group sprint,692.0
Vuelta,2020,4,4,191.7,1160.0,15.0,0.0782472613458529,Flat,Flat,0.735254124917051,49.26,Sprint of large group,Large group sprint,692.0
Vuelta,2020,5,5,184.4,3407.0,185.0,1.0032537960954446,Hills uphill finish,Medium_Mountain,0.5840061507936508,42.65,Sprint à deux,Sprint à deux,692.0
Vuelta,2020,6,6,146.4,3020.0,185.0,1.2636612021857923,Mountains uphill finish,Medium_Mountain,0.6202907106782107,39.75,3 km solo,Solo,692.0
Vuelta,2020,7,7,159.7,2657.0,142.0,0.889167188478397,Hills flat finish,Medium_Mountain,0.4523157467532468,41.98,1 km solo,Solo,692.0
Vuelta,2020,8,8,164.0,3021.0,249.0,1.5182926829268293,Mountains uphill finish,Medium_Mountain,0.555090007215007,39.82,0.8 km solo,Solo,692.0
Vuelta,2020,9,9,157.7,1163.0,18.0,0.114140773620799,Flat,Flat,0.8142293873996661,43.03,Sprint of large group,Large group sprint,692.0
Vuelta,2020,10,10,185.0,2302.0,84.0,0.4540540540540541,Hills uphill finish,Hilly_Difficult,0.6405067539185025,43.67,Sprint of small group,Small group sprint,692.0
Vuelta,2020,11,11,170.0,5098.0,435.0,2.5588235294117645,Mountains uphill finish,High_Mountain,0.6931798519495677,34.67,0.5 km solo,Solo,692.0
Vuelta,2020,12,12,109.4,3125.0,452.0,4.131627056672761,Mountains uphill finish,Hilly_Difficult,0.3150565961815962,34.79,1 km solo,Solo,692.0
Vuelta,2020,14,14,204.7,3057.0,100.0,0.4885197850512946,Hills uphill finish,Hilly_Difficult,0.6898845381085326,44.33,0.3 km solo,Solo,692.0
Vuelta,2020,15,15,230.8,4448.0,158.0,0.6845753899480069,Hills flat finish,Mountain,0.46095272089022066,36.54,Sprint of large group,Large group sprint,692.0
Vuelta,2020,16,16,162.0,2762.0,122.0,0.7530864197530864,Hills flat finish,Medium_Mountain,0.6458027597402597,39.74,Sprint of large group,Large group sprint,692.0
Vuelta,2020,17,17,178.2,4365.0,316.0,1.7732884399551068,Mountains uphill finish,Mountain,0.5673054149690181,36.3,4 km solo,Solo,692.0
Vuelta,2020,18,18,139.6,1492.0,30.0,0.21489971346704873,Hills flat finish,Rolling,0.7221017268550163,40.23,Sprint of large group,Large group sprint,692.0
Vuelta,2021,2,2,166.7,1049.0,10.0,0.0599880023995201,Flat,Flat,0.8091983663373951,41.858,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,3,3,202.8,2787.0,232.0,1.1439842209072977,Mountains uphill finish,Hilly_Difficult,0.3801312950937951,38.391,2.8 km solo,Solo,1023.0
Vuelta,2021,4,4,163.9,1534.0,23.0,0.1403294691885296,Hills uphill finish,Flat,0.6840113377227349,44.076,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,5,5,184.4,640.0,2.0,0.010845986984815618,Flat,Flat,0.8113338693577664,41.801,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,6,6,158.3,902.0,50.0,0.31585596967782686,Hills uphill finish,Hilly,0.33767559523809537,45.039,0.77 km solo,Solo,1023.0
Vuelta,2021,7,7,152.0,3744.0,272.0,1.7894736842105263,Mountains uphill finish,Medium_Mountain,0.38588911435786444,36.448,3.2 km solo,Solo,1023.0
Vuelta,2021,8,8,173.7,923.0,23.0,0.13241220495106507,Flat,Flat,0.7519910815878308,44.145,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,9,9,188.0,4725.0,348.0,1.851063829787234,Mountains uphill finish,Mountain,0.4923938538993688,37.199,71.1 km solo,Solo,1023.0
Vuelta,2021,10,10,189.0,2390.0,134.0,0.708994708994709,Hills flat finish,Hilly_Difficult,0.7476675685425686,45.478,19 km solo,Solo,1023.0
Vuelta,2021,11,11,133.6,2647.0,155.0,1.160179640718563,Hills uphill finish,Medium_Mountain,0.6258905483405485,41.969,Sprint à deux,Sprint à deux,1023.0
Vuelta,2021,12,12,175.0,2018.0,107.0,0.6114285714285714,Hills flat finish,Hilly_Difficult,0.6181818865011798,46.802,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,13,13,203.7,1645.0,22.0,0.10800196367206677,Flat,Flat,0.7598810211546282,40.961,Sprint of small group,Small group sprint,1023.0
Vuelta,2021,14,14,165.7,3448.0,288.0,1.7380808690404346,Mountains uphill finish,Mountain,0.39244877548921664,38.15,6 km solo,Solo,1023.0
Vuelta,2021,15,15,197.5,3860.0,167.0,0.8455696202531645,Mountains flat finish,Mountain,0.3816085195441813,40.638,87.3 km solo,Solo,1023.0
Vuelta,2021,16,16,180.0,2279.0,81.0,0.45,Hills flat finish,Hilly_Difficult,0.5411720641517475,43.382,Sprint of large group,Large group sprint,1023.0
Vuelta,2021,17,17,185.8,4519.0,366.0,1.9698600645855757,Mountains uphill finish,Mountain,0.5611851602237633,40.575,7.5 km solo,Solo,1023.0
Vuelta,2021,18,18,162.6,4951.0,509.0,3.130381303813038,Mountains uphill finish,Mountain,0.8246485056233719,34.676,2.7 km solo,Solo,1023.0
Vuelta,2021,19,19,191.2,3540.0,98.0,0.5125523012552301,Hills flat finish,Medium_Mountain,0.7457452380952383,43.307,Sprint of small group,Small group sprint,1023.0
Vuelta,2021,20,20,202.2,4214.0,251.0,1.241345202769535,Hills uphill finish,Mountain,0.45671547896547887,37.697,1.7 km solo,Solo,1023.0
Vuelta,2022,2,2,175.1,518.0,10.0,0.05711022272986865,Flat,Flat,0.789482142857143,45.764,Sprint of large group,Large group sprint,968.0
Vuelta,2022,3,3,193.2,255.0,0.0,0.0,Flat,Flat,0.9180700151564122,47.144,Sprint of large group,Large group sprint,968.0
Vuelta,2022,4,4,152.5,2319.0,133.0,0.8721311475409836,Hills uphill finish,Hilly_Difficult,0.4752767857142859,43.348,Sprint of large group,Large group sprint,968.0
Vuelta,2022,5,5,187.2,2978.0,162.0,0.8653846153846154,Hills flat finish,Hilly_Difficult,0.7409474206349206,43.981,15.4 km solo,Solo,968.0
Vuelta,2022,6,6,181.2,4120.0,294.0,1.6225165562913908,Mountains uphill finish,Mountain,0.5646287562519183,39.108,6.5 km solo,Solo,968.0
Vuelta,2022,7,7,190.0,3359.0,112.0,0.5894736842105263,Hills flat finish,Medium_Mountain,0.8682363095238098,42.072,Sprint of small group,Small group sprint,968.0
Vuelta,2022,8,8,153.4,3741.0,335.0,2.1838331160365057,Mountains uphill finish,Medium_Mountain,0.3790805826118327,37.504,5.9 km solo,Solo,968.0
Vuelta,2022,9,9,171.4,3675.0,242.0,1.411901983663944,Mountains uphill finish,Medium_Mountain,0.412482593795094,37.719,2.5 km solo,Solo,968.0
Vuelta,2022,11,11,191.2,1592.0,38.0,0.198744769874477,Flat,Hilly,0.5055508592284909,37.832,Sprint of large group,Large group sprint,968.0
Vuelta,2022,12,12,192.7,3238.0,273.0,1.4167099117799689,Mountains uphill finish,Mountain,0.40924648268398267,41.525,1.9 km solo,Solo,968.0
Vuelta,2022,13,13,168.4,1766.0,54.0,0.32066508313539194,Flat,Rolling,0.49686210317460305,44.705,Sprint of large group,Large group sprint,968.0
Vuelta,2022,14,14,160.3,3312.0,278.0,1.734248284466625,Mountains uphill finish,Mountain,0.4070634867583398,38.557,3.3 km solo,Solo,968.0
Vuelta,2022,15,15,152.6,4033.0,407.0,2.667103538663172,Mountains uphill finish,Mountain,0.5956402566544746,35.587,6.5 km solo,Solo,968.0
Vuelta,2022,16,16,189.4,1076.0,28.0,0.14783526927138332,Flat,Flat,0.43213546691526566,39.806,Sprint of small group,Small group sprint,968.0
Vuelta,2022,17,17,162.3,2755.0,161.0,0.9919901417128774,Flat,Medium_Mountain,0.6543731962481961,43.773,Sprint of small group,Small group sprint,968.0
Vuelta,2022,18,18,192.0,3680.0,214.0,1.1145833333333333,Mountains uphill finish,Medium_Mountain,0.5824525793650792,40.381,Sprint of small group,Small group sprint,968.0
Vuelta,2022,19,19,138.3,2278.0,101.0,0.7302964569775849,Mountains flat finish,Hilly_Difficult,0.3694196428571429,41.66,Sprint of large group,Large group sprint,968.0
Vuelta,2022,20,20,181.0,3977.0,216.0,1.1933701657458564,Mountains flat finish,Mountain,0.3934998643105261,38.57,7.2 km solo,Solo,968.0
Vuelta,2022,21,21,96.7,773.0,10.0,0.10341261633919338,Flat,Flat,0.8278600847252161,39.577,Sprint of large group,Large group sprint,968.0
Vuelta,2023,2,2,181.8,2754.0,80.0,0.44004400440044,Hills flat finish,Hilly_Difficult,0.5617315636799973,41.26,3.7 km solo,Solo,846.0
Vuelta,2023,3,3,158.5,3472.0,263.0,1.6593059936908516,Mountains uphill finish,Mountain,0.40140277247262546,37.199,Sprint of 11 riders,Small group sprint,846.0
Vuelta,2023,4,4,184.6,1822.0,57.0,0.3087757313109426,Hills flat finish,Rolling,0.5216458333333331,45.082,Sprint of large group,Large group sprint,846.0
Vuelta,2023,5,5,186.2,2395.0,65.0,0.3490870032223416,Hills flat finish,Rolling,0.42508553861597337,42.364,Sprint of large group,Large group sprint,846.0
Vuelta,2023,6,6,183.1,4013.0,273.0,1.490988530857455,Mountains uphill finish,Mountain,0.571156534029696,41.072,2.5 km solo,Solo,846.0
Vuelta,2023,7,7,200.8,1144.0,12.0,0.0597609561752988,Flat,Flat,0.789099363012289,40.636,Sprint of large group,Large group sprint,846.0
Vuelta,2023,8,8,165.0,3619.0,235.0,1.4242424242424243,Mountains flat finish,Mountain,0.39306547088532384,38.997,Sprint of 8 riders,Small group sprint,846.0
Vuelta,2023,9,9,184.5,3041.0,162.0,0.8780487804878049,Mountains uphill finish,Hilly_Difficult,0.6423941197691196,41.155,5.5 km solo,Solo,846.0
Vuelta,2023,11,11,163.2,2203.0,112.0,0.6862745098039216,Hills uphill finish,Hilly_Difficult,0.5804315476190474,46.788,0.15 km solo,Solo,846.0
Vuelta,2023,12,12,150.6,865.0,11.0,0.07304116865869854,Flat,Flat,0.846062765418706,44.385,Sprint of large group,Large group sprint,846.0
Vuelta,2023,13,13,134.7,4266.0,400.0,2.9695619896065333,Mountains uphill finish,High_Mountain,0.6772601853266309,34.962,7.7 km solo,Solo,846.0
Vuelta,2023,14,14,156.2,4531.0,406.0,2.5992317541613317,Mountains uphill finish,Mountain,0.5714503490005827,36.951,3.9 km solo,Solo,846.0
Vuelta,2023,15,15,158.3,2494.0,111.0,0.7012002526847757,Hills flat finish,Hilly_Difficult,0.497830357142857,45.028,Sprint of 3 riders,Small group sprint,846.0
Vuelta,2023,16,16,120.1,2122.0,153.0,1.2739383846794339,Hills uphill finish,Medium_Mountain,0.2694422258297259,45.497,3.9 km solo,Solo,846.0
Vuelta,2023,17,17,124.4,3269.0,464.0,3.729903536977492,Mountains uphill finish,Hilly_Difficult,0.5139896284271284,38.095,Other,Unknown type,846.0
Vuelta,2023,18,18,178.9,4630.0,422.0,2.358859698155394,Mountains uphill finish,Mountain,0.4731523176578325,37.321,29 km solo,Solo,846.0
Vuelta,2023,19,19,177.1,919.0,8.0,0.04517221908526257,Flat,Flat,0.8035236690983595,47.833,Sprint of large group,Large group sprint,846.0
Vuelta,2023,20,20,207.8,4361.0,186.0,0.8950914340712223,Hills flat finish,Mountain,0.47177910977910964,41.632,Sprint of small group,Small group sprint,846.0
Vuelta,2023,21,21,101.5,878.0,12.0,0.11822660098522167,Flat,Flat,0.6582402389277391,42.228,Sprint of small group,Small group sprint,846.0
Giro,2020,2,2,149.0,2359.0,92.0,0.6174496644295302,Hills uphill finish,Hilly_Difficult,0.45731504329004324,43.62,Sprint of small group,Small group sprint,765.0
Giro,2020,3,3,150.0,3516.0,293.0,1.9533333333333334,Mountains uphill finish,Mountain,0.3601207346574993,37.11,14 km solo,Solo,765.0
Giro,2020,4,4,140.0,1791.0,45.0,0.32142857142857145,Mountains flat finish,Rolling,0.6016140873015874,41.54,Sprint of large group,Large group sprint,765.0
Giro,2020,5,5,225.0,4705.0,264.0,1.1733333333333333,Mountains flat finish,Mountain,0.4072316325422943,37.57,17 km solo,Solo,765.0
Giro,2020,6,6,188.0,2821.0,107.0,0.5691489361702128,Hills flat finish,Hilly_Difficult,0.7129009257211658,38.28,Sprint of large group,Large group sprint,765.0
Giro,2020,7,7,143.0,450.0,5.0,0.03496503496503497,Flat,Flat,0.739785624098124,51.23,Sprint of large group,Large group sprint,765.0
Giro,2020,8,8,200.0,2197.0,116.0,0.58,Hills flat finish,Hilly_Difficult,0.6896383987389422,41.36,18 km solo,Solo,765.0
Giro,2020,9,9,208.0,4544.0,222.0,1.0673076923076923,Mountains uphill finish,Mountain,0.4151855505605505,36.56,0.1 km solo,Solo,765.0
Giro,2020,10,10,177.0,2057.0,134.0,0.7570621468926554,Hills flat finish,Hilly_Difficult,0.6192791087234017,43.9,12 km solo,Solo,765.0
Giro,2020,11,11,182.0,1197.0,50.0,0.27472527472527475,Hills flat finish,Hilly,0.5167686688311689,44.78,Sprint of large group,Large group sprint,765.0
Giro,2020,12,12,204.0,3815.0,164.0,0.803921568627451,Hills flat finish,Medium_Mountain,0.7622511904761906,36.93,25 km solo,Solo,765.0
Giro,2020,13,13,192.0,827.0,86.0,0.4479166666666667,Flat,Hilly,0.4273650793650795,43.92,Sprint of large group,Large group sprint,765.0
Giro,2020,15,15,185.0,4515.0,347.0,1.8756756756756756,Mountains uphill finish,Mountain,0.5475831164342194,37.14,0.2 km solo,Solo,765.0
Giro,2020,16,16,229.0,4056.0,238.0,1.039301310043668,Hills uphill finish,Mountain,0.45413567682317646,37.69,0.6 km solo,Solo,765.0
Giro,2020,17,17,203.0,5650.0,316.0,1.5566502463054188,Mountains uphill finish,High_Mountain,0.6563846153846155,34.7,8 km solo,Solo,765.0
Giro,2020,18,18,207.0,5848.0,400.0,1.932367149758454,Mountains flat finish,High_Mountain,0.8204090857113308,34.21,Sprint à deux,Sprint à deux,765.0
Giro,2020,19,19,124.0,406.0,11.0,0.08870967741935484,Flat,Flat,0.6611914682539681,49.38,23 km solo,Solo,765.0
Giro,2020,20,20,190.0,3716.0,262.0,1.3789473684210527,Mountains uphill finish,Medium_Mountain,0.4465514249639251,38.94,Sprint à deux,Sprint à deux,765.0
Giro,2021,2,2,179.0,707.0,9.0,0.05027932960893855,Flat,Flat,0.8195541833574922,41.126,Sprint of large group,Large group sprint,885.0
Giro,2021,3,3,190.0,1870.0,103.0,0.5421052631578948,Hills flat finish,Hilly_Difficult,0.556284181096681,43.597,8.6 km solo,Solo,885.0
Giro,2021,4,4,187.0,3138.0,252.0,1.3475935828877006,Hills flat finish,Medium_Mountain,0.3726621031746033,37.571,2.5 km solo,Solo,885.0
Giro,2021,5,5,177.0,363.0,0.0,0.0,Flat,Flat,0.8490781822344323,42.993,Sprint of large group,Large group sprint,885.0
Giro,2021,6,6,160.0,3595.0,221.0,1.38125,Mountains uphill finish,Mountain,0.3919404708853238,37.229,3.3 km solo,Solo,885.0
Giro,2021,7,7,181.0,1725.0,37.0,0.20441988950276244,Hills uphill finish,Rolling,0.5941725288600288,38.483,Sprint of large group,Large group sprint,885.0
